Sl no.,Duration (in seconds),AIToolName_1,AIToolName_2,AIToolName_3,AIToolName_4,AIToolName_5,S1_1,S1_2,S1_3,S1_4,S1_5,HM_1,HM_2,HM_3,HM_4,Asp_1,Asp_2,Asp_3,Asp_4,Asp_5,Who,How ,Why,When_1,When_2,When_3,When_4,When_5,PE_1,PE_2,PE_3,PE_4,PE_5,EE_1,EE_2,EE_3,EE_4,AC_1,PA_1,PA_2,PA_3,PA_4,PA_5,PA_6,PA_7,PA_8,PA_9,PA_10,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,NA_7,NA_8,NA_9,NA_10,AIUse_1,AIUse_2,AIUse_3,AIUse_4,AIUse_5,AIUse_6,AIUse_7,AIUse_8,AIUse_9,AIObj_1,AIObj_2,AIObj_3,AIObj_4,AIObj_5,AIObj_6,AIObj_7,AIObj_8,AC_2,AITask_1,AITask_2,AITask_3,AITask_4,AITask_5,AITask_7,AITask_8,AITask_6,Freq,AIL_1,AIL_2,AIL_3,AIL_4,AIL_5,AIL_6,AIL_7,AIL_8,AC_3,Gender,Age,WrkExp,AIExp,WhoHuman,WhoAgent,WhoBoth,WhoNotSure,HowContinuously,HowDiscretely,HowBoth,HowNotSure,HowNever,WhyPreEmptively,WhyCorrectively,WhyBoth,WhyNotSure,WhyNever,LevelOfAutonomy,PATotal,NATotal,PAScaled,NAScaled
226,395,ChatGPT,Microsoft Copilot,,,,6,6,6,5,5,7,6,6,6,1,1,,1,,3,1,2,,,,1,,6,4,6,4,5,6,6,6,5,1,80,92,60,88,73,64,63,58,64,48,27,24,22,19,8,3,10,9,2,5,6,6,5,3,4,4,5,5,5,2,2,2,2,3,4,2,6,7,,1,1,,1,,1,,5,5,3,4,4,6,6,4,6,1,2,41,14,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,690,129,4.83,0.9
227,277,ChatGPT,Copilot,,,,4,4,4,5,5,6,6,5,6,1,1,,1,,3,3,2,,,,1,,4,4,4,4,4,6,6,6,6,1,89,65,51,94,63,82,66,71,97,77,3,0,0,2,0,0,0,0,0,2,6,6,6,4,5,6,5,5,5,4,4,5,5,3,4,4,4,7,1,1,1,1,1,,,,3,7,6,6,6,6,5,5,5,1,2,33,16,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,755,7,5.29,0.05
228,459,Chat GPT,Google Gemini,Adobe Firefly,,,5,3,5,4,4,2,2,2,2,1,1,,1,,3,1,2,,,1,,,4,1,5,2,5,6,5,6,6,1,20,20,14,19,18,18,22,26,63,59,4,3,6,2,2,17,5,5,2,3,5,3,3,4,5,6,5,5,4,4,4,2,1,3,3,3,2,7,,,,,1,1,,,2,6,6,6,6,6,7,6,7,1,2,30,12,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,279,49,1.95,0.34
229,692,Chat GPT,Microsoft Copilot,,,,1,3,1,2,4,2,3,1,4,,,1,,,1,1,3,,,1,,,6,6,6,6,6,6,6,6,6,1,85,13,13,59,50,72,27,30,82,76,0,17,84,57,2,0,40,0,0,0,4,5,4,5,5,4,2,5,2,2,2,2,1,4,5,5,5,7,,1,,,1,1,,,2,5,4,3,5,5,3,3,3,1,2,34,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,507,200,3.55,1.4
230,580,Chat GPT,,,,,2,7,2,2,3,4,4,4,3,1,,,1,,1,1,1,,,,1,,2,2,2,2,5,5,5,5,5,1,31,12,1,10,2,39,58,56,56,3,0,0,0,0,11,10,9,0,0,9,1,2,2,4,5,5,2,2,4,7,7,6,3,7,7,7,7,7,,1,,,1,,,,3,5,5,7,7,7,7,7,7,1,2,34,17,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,268,39,1.88,0.27
231,201,chat gpt,,,,,6,5,5,4,4,5,6,5,5,1,,,1,,3,2,2,,,1,,,5,4,5,5,6,6,5,5,6,5,73,59,75,50,24,84,59,81,77,67,29,35,31,28,21,58,32,24,20,11,5,5,4,4,4,5,5,5,4,3,3,5,3,4,5,4,4,7,1,,,,,,,,6,4,6,3,5,5,5,5,4,1,2,34,7,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,649,289,4.54,2.02
232,755,CHAT GPT,,,,,4,1,4,1,1,7,7,7,7,1,1,1,1,,1,1,1,,,,1,,7,7,7,7,7,7,7,7,7,1,98,100,46,62,7,100,93,49,66,71,0,9,85,2,2,2,17,30,0,0,6,5,5,6,5,5,5,5,6,1,1,1,1,1,1,1,1,7,,1,,1,,,,,1,6,6,6,6,6,6,6,6,1,2,42,12,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,692,147,4.84,1.03
233,377,chat gpt,,,,,1,6,1,4,5,5,6,6,6,1,,,,,1,2,1,,,1,,,6,4,5,4,6,7,7,7,7,1,90,80,70,90,75,82,92,97,94,3,5,0,20,0,0,0,10,15,0,0,2,1,4,2,5,5,4,1,4,1,2,1,2,2,1,1,1,7,,,,,1,,,,4,1,2,5,5,5,5,1,7,1,1,39,20,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,773,50,5.41,0.35
234,304,Rewordify,Diffit,,,,4,6,4,6,6,6,6,4,6,1,1,1,1,,3,3,1,1,,1,,,5,4,6,5,6,7,7,7,7,1,88,62,16,79,7,6,37,14,11,77,2,3,5,4,1,1,2,8,6,1,4,5,4,6,6,5,7,5,5,1,2,2,1,1,2,1,2,7,1,,,,1,,,,3,3,5,3,3,6,3,3,3,1,2,38,20,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,397,33,2.78,0.23
235,1126,Copilot,,,,,5,5,4,5,5,5,5,5,5,,,,,1,3,3,3,,,1,,,3,3,5,3,4,6,6,6,6,1,64,64,59,63,63,95,42,61,86,57,13,15,17,0,6,7,1,11,3,3,4,5,4,5,5,7,6,5,5,3,3,2,1,3,3,3,2,7,,,,,1,,,,2,6,6,6,7,7,5,6,5,1,2,30,7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4,654,76,4.58,0.53
236,518,GPCHAT,Alexa,,,,5,6,3,5,5,6,6,6,6,,,,1,,2,4,3,,,1,,,6,2,5,2,5,5,6,5,6,1,73,42,47,61,43,57,52,43,31,19,12,22,48,44,48,63,24,47,22,23,5,5,5,5,5,4,5,5,5,3,3,3,3,3,6,3,5,7,1,1,1,1,1,,,,1,5,6,5,5,3,3,3,6,1,1,32,15,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,468,353,3.28,2.47
237,392,IT support,,,,,2,2,2,2,3,3,3,2,6,1,,,1,,3,3,3,,,1,,,4,3,6,6,5,6,5,6,5,1,59,34,28,50,37,74,36,53,70,59,16,16,7,1,41,2,2,2,1,0,5,5,3,3,4,3,5,3,5,3,3,2,3,2,2,2,4,7,,,,1,,,,,3,4,5,3,3,5,6,6,6,1,1,39,25,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,500,88,3.5,0.62
238,816,Microsoft copilot,Adobe,,,,5,5,4,3,5,7,6,5,7,1,1,,1,,1,1,3,,,1,,,5,4,6,4,6,6,5,7,6,1,90,19,10,78,35,52,93,79,87,82,0,0,32,19,0,7,9,11,0,6,5,6,5,5,4,6,7,6,6,2,1,1,5,1,3,1,4,7,1,,1,,1,1,,,3,4,5,6,6,6,5,5,5,1,2,46,25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,625,84,4.38,0.59
239,341,Chat GPT,Canva (image creation) ,Loom video transcription,,,6,6,6,4,7,7,7,7,7,1,1,1,1,,3,2,1,,,1,,,4,4,7,7,7,7,7,7,5,1,100,99,88,93,67,74,84,54,63,49,0,0,2,0,0,0,0,0,0,0,3,4,3,5,6,6,5,5,5,1,1,1,3,1,1,1,5,7,,1,,,1,1,1,,3,6,5,5,6,7,5,5,5,1,1,52,32,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,771,2,5.4,0.01
240,569,midjourney,chatgpt,our own company ai system that I'm not allowed to share info about,,,3,5,2,4,3,5,5,5,5,,,,1,,3,2,1,,,1,,,3,2,3,2,5,5,5,5,4,2,76,21,59,60,45,71,66,51,53,51,16,12,11,12,12,21,12,10,10,10,3,3,2,5,5,5,5,5,5,3,3,3,5,3,4,3,4,7,1,,,,1,1,,,3,5,5,5,5,5,4,5,5,1,2,43,23,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,553,126,3.87,0.88
241,488,copilot,chatgpt,gemini,,,1,1,1,1,2,4,6,5,6,1,1,1,1,,4,1,3,1,,1,,,6,6,5,5,6,6,6,6,6,1,79,81,73,80,77,91,81,82,82,74,17,15,23,8,11,2,7,9,10,4,5,6,6,6,6,6,6,6,6,3,2,3,3,2,3,5,3,7,,,,,1,1,,,1,5,6,6,6,5,6,6,6,1,2,30,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,800,106,5.6,0.74
242,249,ChatGPT,Canva,,,,2,5,2,3,5,5,5,5,5,1,,1,1,,1,1,4,,,1,,,3,4,6,4,6,6,6,6,6,1,82,76,19,74,57,77,70,60,82,22,13,14,12,13,14,35,11,38,37,9,4,6,6,4,6,6,6,6,6,2,2,2,2,2,2,2,3,7,,1,,,1,1,,,2,3,4,5,5,5,3,3,4,1,1,42,23,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,619,196,4.33,1.37
243,865,confluence,,,,,3,5,3,5,4,5,5,5,5,1,1,1,1,,3,1,3,,,1,,,6,6,5,5,6,5,6,5,5,1,74,40,40,81,62,60,80,80,60,60,0,0,0,0,0,0,0,9,0,0,5,5,6,5,5,5,5,5,5,3,2,3,4,3,3,3,3,7,1,1,1,1,,1,1,,1,6,5,5,5,6,5,5,5,1,1,40,12,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,637,9,4.46,0.06
244,336,Chat GPT,,,,,3,3,2,2,2,2,3,3,3,,,,1,,1,1,1,,,1,,,6,5,6,5,5,6,6,6,5,1,60,20,15,50,20,50,65,65,70,75,0,0,0,0,0,0,0,0,0,0,5,3,3,4,5,2,4,2,3,3,3,3,3,4,5,3,6,7,,,,,1,1,1,,4,5,5,5,5,6,6,5,5,1,2,32,18,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,490,0,3.43,0
245,394,otter.ai,,,,,2,6,2,4,6,7,7,7,7,,,1,1,,3,2,3,,,1,,,4,3,4,4,6,6,6,7,6,1,81,60,81,80,49,74,86,80,22,76,4,4,5,4,4,4,4,5,6,5,6,7,6,4,6,5,6,5,6,3,3,3,4,1,5,3,2,7,,1,,,,1,,,1,4,5,6,6,6,6,4,7,1,1,35,8,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,689,45,4.82,0.32
246,527,Oracle AI,IBM Watson,Saleforce Einstein,,,2,5,2,4,5,6,6,6,6,1,1,1,1,,3,1,1,1,1,1,,,6,6,6,5,6,6,6,7,6,1,78,67,70,73,55,44,43,62,67,57,0,0,33,12,0,0,0,0,0,1,6,6,6,5,5,5,5,5,5,2,3,2,2,2,2,3,3,7,,1,1,1,1,1,1,,1,6,5,6,5,5,4,4,4,1,1,33,18,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,616,46,4.31,0.32
247,514,gpt 4,,,,,2,1,2,4,3,6,6,6,7,1,1,1,1,,1,1,3,,,,1,,3,6,5,5,6,6,6,6,7,1,87,33,76,31,80,89,53,23,81,22,3,6,30,2,2,1,1,29,1,1,3,6,5,6,6,6,5,6,6,1,3,4,4,3,6,2,5,7,,,,,1,1,,,1,2,3,5,6,7,5,3,6,1,2,45,40,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,575,76,4.03,0.53
248,770,Translation ,Speech-to-text,,,,2,7,2,6,6,4,7,4,7,,,,1,,1,1,3,,,1,,,4,4,6,2,7,7,7,7,7,1,80,60,82,82,59,59,83,60,80,100,0,0,0,0,0,0,0,0,0,0,4,5,5,6,6,7,7,6,6,1,1,1,1,1,1,1,1,7,,,,1,,,,,1,6,7,6,6,6,6,4,6,1,1,46,24,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,745,0,5.22,0
249,430,Chat GPT,Microsoft Co-pilot,,,,5,4,5,5,5,6,6,5,6,1,1,1,1,,3,3,3,,,1,,,5,6,5,6,7,6,6,7,7,1,80,80,50,75,61,51,82,64,40,40,0,0,0,0,0,0,0,0,0,0,6,5,3,4,6,6,6,7,5,1,1,1,2,1,1,1,5,7,,1,,,1,1,,,1,7,7,7,7,7,5,5,5,1,2,31,6,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,623,0,4.36,0
250,408,chatGBT,,,,,1,2,4,1,2,4,5,4,5,,,,,1,1,1,3,,,,1,,5,5,5,3,6,6,5,6,6,1,62,0,2,20,2,2,81,13,20,28,1,1,60,1,1,12,1,18,1,1,5,6,5,1,1,5,2,2,2,1,2,1,2,2,2,1,3,7,,1,,,,1,,,2,2,2,6,6,6,6,2,7,1,1,36,15,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,230,97,1.61,0.68
251,445,in house computer system ,automated telecom system ,,,,4,5,6,5,5,5,6,5,5,1,1,,1,,3,2,1,,,1,,,5,5,5,5,6,6,6,6,6,1,69,30,36,48,28,64,53,62,60,62,4,4,7,4,4,2,5,4,2,4,5,5,4,5,5,6,6,5,6,2,2,2,5,5,6,6,5,7,1,,,1,,,1,,1,6,5,6,5,6,5,5,5,1,1,37,12,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,512,40,3.58,0.28
252,841,ChatGpt,,,,,3,4,4,4,4,6,6,6,6,,,,,1,4,4,5,,,,1,,6,5,5,5,6,6,6,6,5,1,83,72,84,75,62,33,68,61,60,58,18,0,38,0,0,0,0,0,0,0,6,6,6,4,3,5,4,4,5,4,2,2,3,2,3,2,4,7,,,,,1,1,1,,4,5,5,6,6,6,5,5,5,1,2,31,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,656,56,4.59,0.39
253,336,Microsoft Teams,,,,,2,2,1,5,5,4,4,4,6,1,,,,,1,1,3,,,1,,,4,4,4,5,6,6,6,6,6,1,50,20,20,40,20,40,60,40,80,20,1,1,1,1,1,17,1,1,1,0,5,5,3,4,5,4,4,4,4,1,1,1,1,1,1,1,1,7,1,1,,,,,,,1,4,5,5,4,5,4,5,4,1,1,33,12,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,390,25,2.73,0.18
254,1535,Chatgpt,Syft Analytics ,,,,1,1,1,4,4,6,6,6,6,,,,,1,3,2,2,,,1,,,6,5,5,5,5,5,5,7,6,1,84,45,8,28,7,62,30,27,69,67,8,9,8,9,7,9,7,8,6,10,3,4,3,5,5,5,5,5,5,3,4,2,2,2,4,3,5,7,1,,,1,,,1,,2,6,6,5,6,5,6,6,5,1,1,34,17,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,427,81,2.99,0.57
255,468,Windows Co Pilot,Chatgpt,RTXchat (Nvidia),,,2,6,3,4,5,5,5,5,5,1,1,,1,,4,4,3,1,,,,,5,4,6,4,7,5,6,6,5,1,77,62,64,62,38,62,81,77,62,87,12,11,69,16,13,32,54,31,23,36,3,5,1,5,5,5,3,3,5,3,2,2,4,3,2,2,2,7,,1,,,1,1,,,1,4,3,5,6,6,3,3,4,1,2,51,30,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,672,297,4.7,2.08
256,274,chatgpt,,,,,4,4,4,4,4,4,4,4,4,,,,1,,3,3,4,,,1,,,4,4,4,4,5,5,5,5,5,1,50,32,32,59,45,70,55,63,69,50,0,0,0,0,0,0,0,0,0,0,5,4,5,5,6,5,5,5,5,3,3,3,3,3,3,3,2,7,,,,,,1,,,4,4,5,4,5,5,5,5,5,1,1,46,24,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,525,0,3.68,0
257,225,chat gpt,,,,,4,3,4,3,4,6,6,6,6,1,,,1,,1,2,3,,,1,,,4,5,5,3,5,5,5,5,5,1,80,68,61,80,60,80,80,80,80,73,10,9,7,4,4,12,5,4,5,4,3,3,3,5,5,6,5,3,5,2,2,2,5,4,2,2,2,7,,,,,1,,,,6,6,5,5,6,6,3,4,5,1,1,49,28,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,742,64,5.19,0.45
258,350,Chat GPT,,,,,2,4,4,4,4,4,4,4,4,1,1,,1,,1,1,3,,,1,,,4,4,4,4,5,5,5,5,5,1,75,48,47,59,47,48,55,60,65,60,8,3,4,4,4,4,5,6,4,3,5,5,5,5,5,5,5,5,5,3,3,2,2,3,3,2,4,7,,1,,,1,,,,3,4,5,5,5,6,5,5,6,1,2,47,27,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,564,45,3.95,0.32
259,245,ChatGPT,Neuroflex,,,,4,6,6,5,2,5,6,5,6,1,,,1,,1,2,2,,,1,,,6,5,6,6,7,7,5,6,6,1,91,59,65,93,16,11,37,51,30,5,15,8,28,18,7,41,34,15,8,16,2,6,2,7,6,3,1,4,5,2,5,5,5,6,5,4,4,7,,1,1,1,,,,,2,2,2,5,5,7,4,6,4,1,2,19,4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,458,190,3.21,1.33
260,267,Chat GPT,,,,,3,3,3,4,3,3,5,3,4,,,1,,,1,1,2,1,1,1,,,5,3,5,3,4,5,5,5,5,1,70,14,30,48,31,41,27,55,77,46,0,0,0,0,0,0,0,8,8,5,5,3,6,5,5,5,5,5,5,3,3,3,3,2,3,3,3,7,,,,1,1,,,,3,4,5,4,4,5,4,4,5,1,1,56,38,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,439,21,3.07,0.15
261,292,Chat GPT,,,,,6,6,5,6,6,6,6,6,6,1,1,1,1,,3,2,3,,,1,,,6,6,6,6,6,6,6,6,6,1,78,80,80,85,68,74,82,77,83,85,1,0,0,0,0,1,0,0,0,0,6,7,6,6,6,5,5,7,6,3,2,3,3,3,5,2,4,7,,,,1,,1,,,3,6,6,6,6,6,6,6,7,1,2,33,16,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,792,2,5.54,0.01
262,280,ChatGPT,,,,,4,6,5,5,5,6,6,6,6,1,,,1,,1,1,3,,,,1,,6,5,6,4,6,6,6,6,6,1,93,57,26,75,64,89,84,54,89,83,0,0,14,0,0,0,0,8,0,0,3,5,6,5,4,5,5,6,5,3,2,2,4,2,3,2,4,7,1,1,,1,,,,,3,3,3,5,3,6,2,2,2,1,2,51,30,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,714,22,5,0.15
263,354,ChatGPT,,,,,1,3,2,4,4,5,5,5,5,,,1,,,1,3,1,,,,1,,5,6,6,6,6,6,6,7,6,1,76,32,13,72,42,63,89,50,80,46,5,10,53,0,0,28,13,12,8,2,2,6,4,5,4,5,5,5,4,3,2,2,2,2,6,2,4,7,1,1,,1,,1,,,1,6,5,6,4,7,6,4,6,1,2,29,12,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,563,131,3.94,0.92
264,230,ChapGPT,BingChat,,,,1,2,2,2,2,7,6,6,6,1,1,1,1,,1,2,3,,,1,,,7,6,6,5,6,7,6,6,5,1,100,52,50,50,50,82,75,81,96,50,0,0,0,0,0,0,0,0,0,0,6,6,6,5,6,6,6,6,5,2,2,2,2,2,3,3,5,7,,1,,,1,1,,,3,6,5,5,6,6,5,6,6,1,2,35,18,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,686,0,4.8,0
265,329,ChatGPT,Adobe Photoshop ,,,,3,4,3,4,3,6,6,6,5,1,,,1,,1,2,1,,,1,,,5,4,4,5,5,5,6,6,5,1,87,58,54,62,52,73,68,60,78,74,19,19,35,18,8,14,7,8,7,5,5,6,4,5,4,6,5,6,4,2,3,3,4,3,3,2,4,7,,,,,1,1,1,,4,4,6,5,5,5,4,5,6,1,2,48,30,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,666,140,4.66,0.98
266,423,Chatgpt,,,,,6,5,5,5,5,6,6,6,6,1,1,1,1,,3,1,2,1,1,1,,,4,5,5,5,5,5,5,5,6,1,80,80,80,79,79,90,81,81,80,80,79,60,59,60,41,41,40,40,40,40,6,5,4,5,5,5,5,5,5,4,5,5,6,4,5,5,5,7,1,1,1,1,1,1,1,,1,6,5,6,5,6,5,5,5,1,2,28,7,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,810,500,5.67,3.5
267,301,Chat GPT,Probation letters ,,,,4,6,4,4,6,6,6,6,6,1,,1,,,3,2,1,,,1,,,4,4,4,4,4,5,6,6,5,1,59,63,59,62,31,74,54,70,40,41,18,13,61,22,1,30,22,30,28,3,4,4,4,4,4,4,4,4,4,2,4,5,3,4,4,4,4,7,1,1,,,1,1,,,3,5,3,4,3,4,6,4,6,1,1,26,6,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,4,553,228,3.87,1.6
268,400,Copilot,ChatGPT,,,,1,1,4,3,4,4,5,5,5,1,1,1,1,,3,1,3,,,1,,,2,2,3,3,5,5,5,5,5,1,77,50,50,73,28,0,52,27,11,54,29,8,0,0,0,0,0,0,0,0,5,5,4,5,5,5,6,5,5,3,3,3,3,5,4,3,4,7,,1,,,1,1,,,1,5,5,5,5,6,5,6,6,1,2,41,24,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,422,37,2.95,0.26
269,917,chatgpt,chat smith,,,,3,3,5,3,3,6,6,6,6,,1,1,1,,3,3,3,1,,1,,,5,6,6,6,6,6,6,6,5,1,99,99,99,99,100,100,99,100,100,100,7,4,3,3,3,4,4,3,2,3,3,5,3,4,5,5,5,5,5,2,2,3,6,2,6,2,6,7,,1,,,1,1,1,,1,4,3,4,5,5,3,4,3,1,2,30,8,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,995,36,6.97,0.25
270,222,Chat gpt,Gemini ,,,,3,2,2,2,2,7,7,7,7,1,1,1,1,,1,1,1,,,1,,,5,5,6,5,7,5,5,5,5,1,50,59,76,56,78,100,83,75,56,60,8,7,30,11,6,10,32,24,7,9,5,5,6,5,5,5,5,5,5,3,4,1,6,2,5,2,3,7,1,1,,1,1,1,,,2,7,7,7,7,7,7,7,6,1,1,30,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,693,144,4.85,1.01
271,394,ChatGPT,,,,,5,6,4,5,5,6,5,6,6,1,1,1,1,,3,2,3,1,,,,,5,4,4,4,6,6,6,6,5,1,73,62,59,64,53,55,64,54,76,55,39,39,44,39,39,47,49,53,41,50,5,5,6,6,5,6,5,5,5,4,3,4,4,3,5,4,5,7,,1,,,,1,,,3,5,5,5,5,5,5,5,6,1,2,29,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,615,440,4.31,3.08
272,270,ChatGPT,,,,,3,4,3,4,4,5,5,5,5,,1,,1,,1,3,1,1,,,,,2,3,3,3,5,6,6,6,6,1,72,54,69,61,50,61,60,54,53,53,0,0,0,0,0,0,0,0,0,0,5,4,4,6,6,5,6,6,5,2,2,2,2,2,4,2,4,7,1,1,,,,1,1,,4,6,6,6,6,6,6,5,6,1,2,40,17,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,587,0,4.11,0
273,542,I do not know the names,,,,,2,4,2,4,3,2,2,2,2,,,,,1,2,4,4,,,,1,,4,3,3,2,3,4,2,2,2,1,20,20,20,20,21,21,22,20,50,22,46,46,0,6,0,0,0,10,0,0,5,2,5,2,4,2,2,5,4,6,4,6,5,6,6,6,6,7,,,,1,,,,,2,2,3,4,4,4,4,4,4,1,1,61,45,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,236,108,1.65,0.76
274,444,chatbox,,,,,4,6,4,4,3,3,4,3,4,,,1,1,,3,3,2,,,,,1,5,5,5,5,5,5,5,5,5,1,39,20,20,19,19,20,21,20,40,40,0,0,0,0,0,20,0,0,0,0,4,4,4,5,4,5,3,4,5,3,3,3,4,3,4,3,3,5,,,,1,,,1,,2,4,5,4,4,6,6,3,6,1,1,42,25,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,258,20,1.81,0.14
275,315,ChatGPT,Copy Leaks,,,,2,2,2,2,5,5,5,5,5,1,,,1,,3,3,3,,,1,,,6,5,6,4,5,6,6,6,6,1,42,32,18,27,10,33,33,34,32,75,31,25,86,72,57,23,69,71,38,44,6,7,7,6,6,6,6,5,5,4,7,5,5,5,6,4,5,7,,,,,1,1,,,1,7,6,5,5,6,5,5,6,1,1,21,6,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,336,516,2.35,3.61
276,323,chat gpt,claude,,,,5,5,5,5,5,6,6,6,6,,1,1,1,,1,2,2,,,1,,,6,6,6,6,6,6,6,6,6,6,79,73,78,76,75,76,73,75,74,75,24,21,19,17,17,14,14,14,14,14,6,6,6,5,6,6,6,6,6,4,3,5,3,4,6,4,6,7,,,,,1,,,,3,6,6,6,6,6,6,6,6,1,1,38,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,754,168,5.28,1.18
277,280,Chat GPT,avid scriptsync AI,adobe photosop AI,adobe premiere AI ,stable diffusion ,3,4,2,4,5,6,5,6,6,1,1,1,1,,3,2,3,,,1,,,5,4,5,4,5,6,6,6,6,1,80,50,0,50,14,14,13,62,74,0,0,0,0,0,0,4,0,20,19,0,6,5,3,5,4,5,5,5,5,1,4,2,4,2,2,2,4,7,1,,,1,1,1,,,1,7,5,5,7,7,4,5,6,1,2,26,9,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,357,43,2.5,0.3
278,199,chatgpt,bard,,,,4,4,5,5,4,4,5,5,5,1,1,1,1,,1,1,3,,,1,,,4,4,4,4,4,5,4,5,4,4,50,57,65,62,70,66,78,65,59,70,32,27,58,34,29,31,23,32,36,28,5,5,5,5,4,4,4,4,5,3,3,3,3,4,3,3,4,7,,,,1,1,1,,,3,5,5,5,5,5,5,5,5,1,1,40,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,642,330,4.49,2.31
279,336,Microsoft co-pilot,Chat GPT,,,,2,2,1,4,3,4,4,5,3,1,1,1,1,,1,3,3,,,1,,,2,2,2,2,3,4,5,3,5,1,41,9,11,12,16,10,12,41,59,20,41,5,6,2,1,51,5,8,6,4,4,2,5,3,6,5,6,5,2,5,5,5,3,4,4,5,6,7,,1,,1,,1,,,3,4,5,6,6,5,3,4,7,1,1,26,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,231,129,1.62,0.9
280,549,ChatGPT,Canva,,,,1,1,1,1,4,5,5,5,6,1,1,,1,,3,2,3,,,,,1,5,2,5,4,5,7,7,7,6,1,80,70,40,61,50,80,50,80,80,20,0,0,0,0,0,0,0,0,0,0,6,5,6,5,5,5,5,5,5,2,2,2,2,3,3,2,4,7,,1,,,1,1,,,3,5,5,6,6,6,6,5,6,1,2,35,12,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,611,0,4.28,0
281,277,chatgbt,,,,,2,4,2,4,5,6,6,6,6,1,,1,1,,1,1,4,,,,1,,6,5,6,5,5,6,6,5,6,2,60,66,60,71,68,32,68,58,83,79,10,13,71,2,0,0,8,23,0,0,5,6,3,5,5,6,5,5,5,4,3,3,5,3,5,5,4,7,,1,,,,1,,,3,5,4,5,5,7,6,6,5,1,2,25,9,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,645,127,4.52,0.89
282,342,Power-on,,,,,3,3,2,2,2,6,6,5,5,1,,1,,,3,1,1,,,,1,,4,4,5,4,6,6,6,5,6,1,80,71,15,80,75,65,87,58,84,87,11,23,37,0,11,8,0,42,36,24,3,6,3,5,5,4,5,6,6,3,2,3,3,2,6,2,5,7,,1,1,,,,,,3,5,6,5,6,7,5,5,5,1,2,40,22,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,702,192,4.91,1.34
